# /joint_state/header/stamp, /joint_state/velocity/0, /pid_left_state/header/stamp, /pid_left_state/error, /pid_left_state/header/stamp, /pid_left_state/output
1600456183.6568219662, 1.7186252760010602147e-14, 1600456183.6758220196, -1.7186252760010602147e-14, 1600456183.6758220196, -1.5467626636976594678e-13
1600456183.6868219376, 1.7186252760010602147e-14, 1600456183.7068219185, -1.7186252760010602147e-14, 1600456183.7068219185, -1.5467626636976594678e-13
1600456183.7178220749, 1.7186252760010602147e-14, 1600456183.7378220558, -1.7186252760010602147e-14, 1600456183.7378220558, -1.5467626636976594678e-13
1600456183.7488219738, 1.7186252760010602147e-14, 1600456183.7688219547, -1.7186252760010602147e-14, 1600456183.7688219547, -1.5467626636976594678e-13
1600456183.7808220387, 1.7186252760010602147e-14, 1600456183.7998220921, -1.7186252760010602147e-14, 1600456183.7998220921, -1.5467626636976594678e-13
1600456183.8118219376, 1.7186252760010602147e-14, 1600456183.830821991, -1.7186252760010602147e-14, 1600456183.830821991, -1.5467626636976594678e-13
1600456183.8428220749, 1.7186252760010602147e-14, 1600456183.8618218899, -1.7186252760010602147e-14, 1600456183.8618218899, -1.5467626636976594678e-13
1600456183.8738219738, 1.7186252760010602147e-14, 1600456183.8928220272, -1.7186252760010602147e-14, 1600456183.8928220272, -1.5467626636976594678e-13
1600456183.9048218727, 1.7186252760010602147e-14, 1600456183.9238219261, -1.7186252760010602147e-14, 1600456183.9238219261, -1.5467626636976594678e-13
1600456183.93582201, 1.7186252760010602147e-14, 1600456183.9548220634, -1.7186252760010602147e-14, 1600456183.9548220634, -1.5467626636976594678e-13
1600456183.966821909, 1.7186252760010602147e-14, 1600456183.9858219624, -1.7186252760010602147e-14, 1600456183.9858219624, -1.5467626636976594678e-13
1600456184.0308220387, 1.7186252760010602147e-14, 1600456184.0498220921, -1.7186252760010602147e-14, 1600456184.0498220921, -1.5467626636976594678e-13
1600456184.0618219376, 1.7186252760010602147e-14, 1600456184.080821991, -1.7186252760010602147e-14, 1600456184.080821991, -1.5467626636976594678e-13
1600456184.0928220749, 1.7186252760010602147e-14, 1600456184.1118218899, -1.7186252760010602147e-14, 1600456184.1118218899, -1.5467626636976594678e-13
1600456184.1238219738, 1.7186252760010602147e-14, 1600456184.1428220272, -1.7186252760010602147e-14, 1600456184.1428220272, -1.5467626636976594678e-13
1600456184.1548218727, 1.7186252760010602147e-14, 1600456184.1738219261, -1.7186252760010602147e-14, 1600456184.1738219261, -1.5467626636976594678e-13
1600456184.18582201, 1.7186252760010602147e-14, 1600456184.2048220634, -1.7186252760010602147e-14, 1600456184.2048220634, -1.5467626636976594678e-13
1600456184.216821909, 1.7186252760010602147e-14, 1600456184.2358219624, -1.7186252760010602147e-14, 1600456184.2358219624, -1.5467626636976594678e-13
1600456184.2478220463, 1.7186252760010602147e-14, 1600456184.2668218613, -1.7186252760010602147e-14, 1600456184.2668218613, -1.5467626636976594678e-13
1600456184.2788219452, 1.7186252760010602147e-14, 1600456184.2978219986, -1.7186252760010602147e-14, 1600456184.2978219986, -1.5467626636976594678e-13
1600456184.3098220825, 1.7186252760010602147e-14, 1600456184.3288218975, -1.7186252760010602147e-14, 1600456184.3288218975, -1.5467626636976594678e-13
1600456184.3408219814, 1.7186252760010602147e-14, 1600456184.3598220348, -1.7186252760010602147e-14, 1600456184.3598220348, -1.5467626636976594678e-13
1600456184.3718218803, 1.7186252760010602147e-14, 1600456184.3908219337, -1.7186252760010602147e-14, 1600456184.3908219337, -1.5467626636976594678e-13
1600456184.4028220177, 1.7186252760010602147e-14, 1600456184.4228219986, -1.7186252760010602147e-14, 1600456184.4228219986, -1.5467626636976594678e-13
1600456184.4338219166, 1.7186252760010602147e-14, 1600456184.4538218975, -1.7186252760010602147e-14, 1600456184.4538218975, -1.5467626636976594678e-13
1600456184.4648220539, 1.7186252760010602147e-14, 1600456184.4848220348, -1.7186252760010602147e-14, 1600456184.4848220348, -1.5467626636976594678e-13
1600456184.4958219528, 1.7186252760010602147e-14, 1600456184.5158219337, -1.7186252760010602147e-14, 1600456184.5158219337, -1.5467626636976594678e-13
1600456184.5278220177, 1.7186252760010602147e-14, 1600456184.5468220711, -1.7186252760010602147e-14, 1600456184.5468220711, -1.5467626636976594678e-13
