# /joint_state/header/stamp, /joint_state/velocity/0, /pid_left_state/header/stamp, /pid_left_state/error, /pid_left_state/header/stamp, /pid_left_state/output
1600427482.059281826, 0, 1600427482.0782818794, 0, 1600427482.0782818794, 0
1600427482.0902180672, 0, 1600427482.1092181206, 0, 1600427482.1092181206, 0
1600427482.1212179661, 0, 1600427482.1402180195, 0, 1600427482.1402180195, 0
1600427482.1522181034, 0, 1600427482.1712179184, 0, 1600427482.1712179184, 0
1600427482.1832180023, 0, 1600427482.2022180557, 0, 1600427482.2022180557, 0
1600427482.2142179012, 0, 1600427482.2332179546, 0, 1600427482.2332179546, 0
1600427482.2452180386, 0, 1600427482.264218092, 0, 1600427482.264218092, 0
1600427482.2762179375, 0, 1600427482.2952179909, 0, 1600427482.2952179909, 0
1600427482.3072180748, 0, 1600427482.3262181282, 0, 1600427482.3262181282, 0
1600427482.3382179737, 0, 1600427482.3572180271, 0, 1600427482.3572180271, 0
1600427482.369218111, 0, 1600427482.388217926, 0, 1600427482.388217926, 0
1600427482.4002180099, 0, 1600427482.4192180634, 0, 1600427482.4192180634, 0
1600427482.4312179089, 0, 1600427482.4502179623, 0, 1600427482.4502179623, 0
1600427482.4622180462, 0, 1600427482.4812180996, 0, 1600427482.4812180996, 0
1600427482.4932179451, 0, 1600427482.5122179985, 0, 1600427482.5122179985, 0
1600427482.5242180824, 0, 1600427482.5432178974, 0, 1600427482.5432178974, 0
1600427482.5552179813, 0, 1600427482.5742180347, 0, 1600427482.5742180347, 0
1600427482.5862181187, 0, 1600427482.6052179337, 0, 1600427482.6052179337, 0
1600427482.6172180176, 0, 1600427482.636218071, 0, 1600427482.636218071, 0
1600427482.6482179165, 0, 1600427482.6672179699, 0, 1600427482.6672179699, 0
1600427482.6792180538, 0, 1600427482.6982181072, 0, 1600427482.6982181072, 0
1600427482.7102179527, 0, 1600427482.7292180061, 0, 1600427482.7292180061, 0
1600427482.7412180901, 0, 1600427482.761218071, 0, 1600427482.761218071, 0
1600427482.772217989, 0, 1600427482.7922179699, 0, 1600427482.7922179699, 0
1600427482.8032181263, 0, 1600427482.8232181072, 0, 1600427482.8232181072, 0
1600427482.8342180252, 0, 1600427482.8542180061, 0, 1600427482.8542180061, 0
1600427482.8652179241, 0, 1600427482.885217905, 0, 1600427482.885217905, 0
1600427482.8962180614, 0, 1600427482.9162180424, 0, 1600427482.9162180424, 0
1600427482.9272179604, 0, 1600427482.9472179413, 0, 1600427482.9472179413, 0
1600427482.9582180977, 0, 1600427482.9782180786, 0, 1600427482.9782180786, 0
1600427482.9902179241, 0, 1600427483.0092179775, 0, 1600427483.0092179775, 0
1600427483.0212180614, 0, 1600427483.0402181149, 0, 1600427483.0402181149, 0
1600427483.0522179604, 0, 1600427483.0712180138, 0, 1600427483.0712180138, 0
1600427483.0832180977, 0, 1600427483.1022179127, 0, 1600427483.1022179127, 0
1600427483.1142179966, 0, 1600427483.13321805, 0, 1600427483.13321805, 0
1600427483.1452178955, 0, 1600427483.1642179489, 0, 1600427483.1642179489, 0
1600427483.1762180328, 0, 1600427483.1952180862, 0, 1600427483.1952180862, 0
1600427483.2072179317, 0, 1600427483.2262179852, 0, 1600427483.2262179852, 0
1600427483.2382180691, 0, 1600427483.2572181225, 0, 1600427483.2572181225, 0
1600427483.269217968, 0, 1600427483.2882180214, 0, 1600427483.2882180214, 0
1600427483.3002181053, 0, 1600427483.3192179203, 0, 1600427483.3192179203, 0
1600427483.3312180042, 0, 1600427483.3502180576, 0, 1600427483.3502180576, 0
1600427483.3622179031, 0, 1600427483.3812179565, 0, 1600427483.3812179565, 0
1600427483.3932180405, 0, 1600427483.4122180939, 0, 1600427483.4122180939, 0
1600427483.4242179394, 0, 1600427483.4432179928, 0, 1600427483.4432179928, 0
1600427483.4552180767, 0, 1600427483.4742178917, 0, 1600427483.4742178917, 0
1600427483.4862179756, 0, 1600427483.505218029, 0, 1600427483.505218029, 0
1600427483.5172181129, 0, 1600427483.5362179279, 0, 1600427483.5362179279, 0
1600427483.5482180119, 0, 1600427483.5672180653, 0, 1600427483.5672180653, 0
1600427483.5792179108, 0, 1600427483.5982179642, 0, 1600427483.5982179642, 0
1600427483.6102180481, 0, 1600427483.6292181015, 0, 1600427483.6292181015, 0
1600427483.641217947, 0, 1600427483.6602180004, 0, 1600427483.6602180004, 0
1600427483.6722180843, 0, 1600427483.6912178993, 0, 1600427483.6912178993, 0
1600427483.7032179832, 0, 1600427483.7222180367, 0, 1600427483.7222180367, 0
1600427483.7342181206, 0, 1600427483.7532179356, 0, 1600427483.7532179356, 0
1600427483.7652180195, 0, 1600427483.7842180729, 0, 1600427483.7842180729, 0
1600427483.7962179184, 0, 1600427483.8152179718, 0, 1600427483.8152179718, 0
1600427483.8272180557, 0, 1600427483.8462181091, 0, 1600427483.8462181091, 0
1600427483.8582179546, 0, 1600427483.877218008, 0, 1600427483.877218008, 0
1600427483.889218092, 0, 1600427483.9092180729, 0, 1600427483.9092180729, 0
1600427483.9202179909, 0, 1600427483.9402179718, 0, 1600427483.9402179718, 0
1600427483.9512181282, 0, 1600427483.9712181091, 0, 1600427483.9712181091, 0
1600427483.9822180271, 0, 1600427484.002218008, 0, 1600427484.002218008, 0
1600427484.013217926, 0, 1600427484.033217907, 0, 1600427484.033217907, 0
1600427484.0442180634, 0, 1600427484.0642180443, 0, 1600427484.0642180443, 0
1600427484.1092181206, 0, 1600427484.1282179356, 0, 1600427484.1282179356, 0
1600427484.1402180195, 0, 1600427484.1592180729, 0, 1600427484.1592180729, 0
