# /joint_state/header/stamp, /joint_state/velocity/0, /pid_left_state/header/stamp, /pid_left_state/error, /pid_left_state/header/stamp, /pid_left_state/output
1600677203.2001421452, 0, 1600677203.2191419601, 0, 1600677203.2191419601, 0
1600677203.2311420441, 0, 1600677203.2501420975, 0, 1600677203.2501420975, 0
1600677203.262141943, 0, 1600677203.2811419964, 0, 1600677203.2811419964, 0
1600677203.2931420803, 0, 1600677203.3121421337, 0, 1600677203.3121421337, 0
1600677203.3241419792, 0, 1600677203.3431420326, 0, 1600677203.3431420326, 0
1600677203.3551421165, 0, 1600677203.3741419315, 0, 1600677203.3741419315, 0
1600677203.3861420155, 0, 1600677203.4051420689, 0, 1600677203.4051420689, 0
1600677203.4171421528, 0, 1600677203.4361419678, 0, 1600677203.4361419678, 0
1600677203.4481420517, 0, 1600677203.4671421051, 0, 1600677203.4671421051, 0
1600677203.4791419506, 0, 1600677203.498142004, 0, 1600677203.498142004, 0
1600677203.5101420879, 0, 1600677203.5291421413, 0, 1600677203.5291421413, 0
1600677203.5411419868, 0, 1600677203.5601420403, 0, 1600677203.5601420403, 0
1600677203.5721421242, 0, 1600677203.5911419392, 0, 1600677203.5911419392, 0
1600677203.6031420231, 0, 1600677203.6221420765, 0, 1600677203.6221420765, 0
1600677203.6341421604, 0, 1600677203.6531419754, 0, 1600677203.6531419754, 0
1600677203.6651420593, 0, 1600677203.6841421127, 0, 1600677203.6841421127, 0
1600677203.6961419582, 0, 1600677203.7151420116, 0, 1600677203.7151420116, 0
1600677203.7271420956, 0, 1600677203.746142149, 0, 1600677203.746142149, 0
1600677203.7581419945, 0, 1600677203.7771420479, 0, 1600677203.7771420479, 0
1600677203.7891421318, 0, 1600677203.8081419468, 0, 1600677203.8081419468, 0
1600677203.8201420307, 0, 1600677203.8391420841, 0, 1600677203.8391420841, 0
1600677203.8511419296, 0, 1600677203.870141983, 0, 1600677203.870141983, 0
1600677203.882142067, 0, 1600677203.9011421204, 0, 1600677203.9011421204, 0
1600677203.9131419659, 0, 1600677203.9331419468, 0, 1600677203.9331419468, 0
1600677203.9441421032, 0, 1600677203.9641420841, 0, 1600677203.9641420841, 0
1600677203.9751420021, 0, 1600677203.995141983, 0, 1600677203.995141983, 0
1600677204.0061421394, 0, 1600677204.0261421204, 0, 1600677204.0261421204, 0
1600677204.0371420383, 0, 1600677204.0571420193, 0, 1600677204.0571420193, 0
1600677204.0681419373, 0, 1600677204.0881421566, 0, 1600677204.0881421566, 0
